date;SPX;S5SFTW;S5PHRM;S5CPGS;S5ENRSX;S5FDBT;S5TECH;S5RETL;S5BANKX;S5HCES;S5DIVF;S5UTILX;S5MEDA;S5TELSX;S5MATRX;S5INSU;S5FDSR;S5HOUS;S5SSEQX;S5TRAN;S5HOTR;S5CODU;S5AUCO;S5COMS;S5REDPIG;S5REAL
01/01/1992;417,09;57,74;122,24;78,82;92,5;104,49;71,44;103,97;81,25;125,71;79,3385;111,55;73,34;88,73;81,67;86,62;85,69;78,57;34,51;97,53;61,84;94,59;57,56;106,52;;
02/01/1992;417,26;58,43;121,78;78,56;92,93;104,35;72,38;105,19;81,72;123,96;79,1428;111;72,43;89,14;81,54;85,43;86;77,77;35,14;95,88;63;94,33;59,67;106,6;;
03/01/1992;419,34;58,23;122,19;78,72;93,08;105,4;72,79;104,61;82,17;124,75;78,9142;111,46;73,34;89,53;81,95;86,6;86,73;77,25;35,12;96,61;63,59;94,35;61,79;109,57;;
06/01/1992;417,96;57,85;121,71;78,84;91,89;104,35;73,47;103,55;82,62;126,61;79,6875;110,51;73,31;89,61;81,41;86,72;85,48;76,76;35,37;96,64;64,98;93,97;62,67;109,13;;
07/01/1992;417,4;58,42;122,15;78,91;90,01;103,62;75,13;102,98;82,37;125,03;80,4237;109,63;73,16;89,99;82,2;86,36;84,09;76,73;36,55;97,43;66,55;94,3;61,95;109,49;;
08/01/1992;418,1;59,81;122,92;79,33;88,69;103,93;74,91;103,37;83,06;125,8;80,7173;109,19;74,09;90,16;82,45;86,2;84,8;77,08;36,79;96,89;67,15;94,9;61,42;110,91;;
09/01/1992;417,61;60,79;123,18;79,07;87,97;104,07;75,16;102,97;82,88;125,15;80,7883;108,05;75,53;90;82,48;85,69;84,35;77,3;37,66;96,12;69,09;95,01;61,57;110,07;;
10/01/1992;415,1;59,86;121,94;78,81;88,09;103,23;74,55;103;81,88;124,47;79,9439;106,89;75,81;88,94;82,25;85,18;83,84;77,08;37,37;95,47;67,85;95,06;60,91;109,47;;
13/01/1992;414,34;60,28;120,96;78,64;89,32;102,79;74,53;104,08;81,84;124,34;79,7707;105,71;75,82;88,17;81,71;84,6;83,43;76,98;37,51;96,57;67,78;94,03;60,87;108,52;;
14/01/1992;420,44;61,55;120,85;79,93;91,07;103,77;76,42;106,18;84,45;125,29;81,4796;106,68;77,52;88,84;82,73;85,83;84,61;78,52;38,14;98,23;69,19;96,37;62,56;110,82;;
15/01/1992;420,77;63,21;117,3;81,05;90,92;102,33;78,54;106,66;86,69;124,3;79,9871;105,73;78,42;88,04;84,76;86,02;85,63;77,4;40,01;101,1;68,97;97,63;63,7;111,85;;
16/01/1992;418,21;62,29;113,96;82,35;90,99;99,83;78,98;106,4;86,51;120,13;78,0127;104,28;78,01;86,72;86,79;85,81;84,76;75,32;41,83;101,68;67,6;96,55;66,06;112,15;;
17/01/1992;418,86;61,25;115,25;83,01;91,9;99,76;79,59;105,6;85,57;119,22;78,3635;104,23;77,34;87,16;86,81;85,44;85,59;74,56;42,41;99,63;67,57;96,95;65,56;112,15;;
20/01/1992;416,36;59,59;114,01;82,53;92,18;99,38;78,84;104,01;84,47;118,92;77,2735;104,5;77,12;86,52;86,14;84,92;85,29;75,3;41,91;99,1;67,73;96,44;65,03;110,65;;
21/01/1992;412,64;57,91;111,97;80,93;93,5;99,01;76,8;101,93;82,94;116,02;76,0719;104,73;76,92;86,83;85,04;84,52;84,62;75,45;41,05;97,91;68,18;94,83;63,29;109,38;;
22/01/1992;418,13;61,48;114,96;81,95;92,21;100,48;78,93;104,21;84,48;118,62;78,1912;106,11;77,76;88,12;85,13;85,65;85,56;77,35;42,17;98,48;69,35;96,31;63,47;110,42;;
23/01/1992;414,96;60,36;114,15;81,23;90,51;100,11;78,19;103,23;84,46;119,74;78,8364;105,28;76,92;87,4;84,29;84,94;85,27;77,58;41,99;97,65;68,84;96,19;62,97;109,87;;
24/01/1992;415,48;60,1;114,79;80,77;90,97;100,28;77,92;104,25;84,97;119,62;79,3603;105,97;76,88;86,51;84,7;84,35;85,39;77,89;41,98;95,83;69,29;95,89;63,59;110,27;;
27/01/1992;414,99;59,65;113,57;80,93;90,83;100,23;78,24;103,91;85,38;119,12;79,1667;105,82;76,48;85,84;85,15;83,55;85,23;77,61;42,03;95,31;68,8;96,4;65,37;111,47;;
28/01/1992;414,96;59,93;112,62;80,8;90,98;99,96;77,97;103,62;85,46;117,75;79,0182;105,73;77,76;85,56;85,58;83,92;85,24;79,75;42,05;95,43;69,61;96,57;65,63;111,04;;
29/01/1992;410,34;59,4;111,64;80,27;89,67;98,27;76,68;102,37;84,47;116,37;77,4066;105,17;76,55;85,27;84,52;83,04;83,98;79,8;41,32;95,31;68,62;96,35;63,23;109,36;;
30/01/1992;411,63;60,28;113,28;80,42;88,67;100,37;76,73;102,38;84,24;117,76;77,5863;104,97;76,51;85,01;84,06;82,69;84,53;80;41,14;96,14;70,7;97,32;62,94;110,42;;
31/01/1992;408,79;59,65;113,27;79,26;87,82;99,81;75,88;102,12;83,42;118,95;75,9707;104,68;75,95;84,4;83,01;81,43;84,2;80,08;40,94;95,26;69,63;97,39;62,69;110,97;;
03/02/1992;409,53;59,84;112,51;79,6;88,13;100,2;76,62;103,61;83,85;119,45;76,4007;104,12;76,38;83,52;82,79;81,73;85,14;79,21;40,78;95,58;70,02;97,65;64,85;110,38;;
04/02/1992;413,85;60,93;114,7;80,22;88,57;100,75;77,91;104,53;85,75;119,89;77,2486;103,83;77,35;84,28;84,01;82,16;86,61;80;42,09;96,33;70,03;98,59;67,04;111,76;;
05/02/1992;413,84;61,95;114,98;80,47;87,28;100,68;77,89;106,02;86,13;120,39;77,1298;103,03;78,33;84,11;83,67;81,79;87,09;80,91;42,76;96,97;70,15;97,3;67,03;112,41;;
06/02/1992;413,82;62,39;113,72;80,65;87,62;100,75;76,94;106,39;87,59;120,03;76,6461;102,98;77,79;83,8;84,4;81,21;87,08;80,1;42,34;97,74;70,36;97,48;67,64;113,1;;
07/02/1992;411,09;62,12;113,02;80,33;88,36;99,16;77,29;105,48;86,83;117,24;76,4472;102,37;77,16;82,49;83,73;80,77;86,56;79,62;43,32;97,51;70,36;97,25;65,84;112,11;;
10/02/1992;413,77;62,99;112,9;80,34;89,51;99,47;78,21;105,88;87,09;116,68;76,7878;102,95;78,08;83,92;84,53;81,14;88,53;79,74;43,85;98,24;70,03;98,17;67,04;112,73;;
11/02/1992;413,76;62,28;112,27;80,33;89,13;99,19;78,3;105,76;86,66;116,4;76,906;103,87;78,53;84,58;84,6;81,21;88,26;79,57;43,79;98,22;69,85;98,68;67,47;113,5;;
12/02/1992;417,13;63,58;112,88;81,2;89,96;99,89;80,58;106,31;87,59;116,91;77,6148;104,17;79,46;84,73;85,17;82,42;88,49;79,72;45,32;99,26;71;98,82;67,92;114,01;;
13/02/1992;413,69;62,56;111,02;80,69;89,11;98,67;80,11;105,79;86,86;114,59;76,5355;103,43;78,87;84,1;84,9;81,72;87,61;78,93;45,22;98,25;70,57;98,98;68,92;113,47;;
14/02/1992;412,48;61,51;109,58;80,58;88,77;98,38;79,54;104,8;86,67;112,71;75,4842;103,24;79,46;83,9;85,82;81,29;87,16;78,53;44,67;99,1;70,15;98,61;71,4;112,47;;
17/02/1992;412,48;61,51;109,58;80,58;88,77;98,38;79,54;104,8;86,67;112,71;75,4842;103,24;79,46;83,9;85,82;81,29;87,16;78,53;44,67;99,1;70,15;98,61;71,4;112,47;;
18/02/1992;407,38;60,41;107,51;80,36;86,57;96,46;79,06;102,6;86,85;109,53;74,0547;102,82;79,57;82,77;85,14;80,88;85,91;77,31;43,78;100,24;68,55;97,71;71,29;110,78;;
19/02/1992;408,26;60,55;107,32;80,53;85,93;96,9;80,07;102,91;87,88;110,75;74,1635;102,42;79,87;82,81;85,86;80,28;86,56;77,85;43,55;100,49;67,83;97,22;72,64;110,54;;
20/02/1992;413,9;62,95;108,54;82,18;86,2;98,93;81,6;104,61;89,39;111,91;75,2745;103,16;81,75;82,73;87,26;80,64;87,55;79,1;44,68;103,54;69,56;98,38;73,92;111,42;;
21/02/1992;411,46;62,28;108,03;82,02;85,98;98,38;81,56;103,38;89,46;111,15;74,9477;101,88;81,33;81,67;86,76;80,21;86,18;79,17;45,17;102,79;70,37;97,28;72,6;110,82;;
24/02/1992;412,27;61,73;109,58;82,04;86,19;98,99;81,02;103,01;90,34;110,87;74,7561;101,5;81,81;82,19;86,56;80,59;86,76;79,23;43,89;102,09;70,62;96,72;71,75;110,44;;
25/02/1992;410,45;61,27;110,44;81,31;86,13;99,06;80,05;102,53;90,08;110,59;74,5386;101,94;81,65;81,89;85,39;79,8;86,51;78,24;43,08;100,93;69,33;95,75;69,79;109,55;;
26/02/1992;415,35;62,45;113,26;81,84;86,78;100,61;80,81;105,69;91,09;114,21;75,8285;102,73;82,26;82,48;85,54;80,09;86,79;78,71;43,72;101,7;68,16;96,65;70,5;110,87;;
27/02/1992;413,86;63,03;112,14;81,24;86,49;99,67;80,45;106,28;91,23;113,57;75,9928;102,51;81,99;82,08;85,44;80,21;86,88;79,34;43,25;100,82;67,93;96,59;69,53;111,49;;
28/02/1992;412,7;62;112,15;80,97;86,16;99,69;79,38;105,17;90,58;112,48;75,1558;102,34;81,71;81,95;85,08;80,82;86,75;78,89;42,5;100,51;67,5;96,43;71,73;111,87;;
02/03/1992;412,45;61,34;111,65;81,69;85,22;99,33;79,95;105,17;90,75;112,36;76,0896;101,96;81,98;81,56;85,5;80,76;86,76;78,93;43,08;100,79;68,06;96,07;71,95;111,47;;
03/03/1992;412,85;61,27;111,1;81,94;85,51;98,99;80,19;105,14;90,81;112,28;75,8957;101,5;82,49;81,31;86,24;80,59;87,31;79,24;42,94;101,96;67,96;96,56;72,2;112,54;;
04/03/1992;409,33;60,49;109,26;81,43;84,53;98,01;79,5;103,98;89,55;111,33;75,804;100,9;82,11;81,14;85,83;80,24;86,89;78,72;42,33;101,56;67,61;95,62;71,75;111,6;;
05/03/1992;406,51;59,62;108,48;80,84;84,36;97,39;78,5;104,12;87,97;109,9;74,7897;100,66;82,39;80,76;85,18;79,69;86,33;77,63;42;100,36;66,53;94,87;71,02;110,06;;
06/03/1992;404,44;59,4;107,86;80,43;84,39;96,96;77,89;103,07;86,58;109,38;75,5112;100,43;81,7;80,99;84,35;79,65;86,02;77,41;41,48;98,53;66,65;94,22;70,2;109,34;;
09/03/1992;405,21;58,84;108,53;80,35;84,09;97,67;78,43;103,18;86,83;109,15;76,4135;101,41;80,95;81,7;83,78;79,45;85;77,48;41,2;98,38;66,82;93,79;71,01;108,84;;
10/03/1992;406,89;59,97;109,02;80,45;84,01;98,32;79,4;103,71;87,59;110,62;76,8591;101,57;81,35;82,07;83,91;79,87;85,85;77,5;42,35;98,52;66,75;94,48;71,03;108,65;;
11/03/1992;404,03;59,36;108,11;79,75;83,71;97,76;78,39;102,57;86,6;109,2;75,858;101,15;80,75;81,61;83,51;79,15;85,88;76,82;41,2;97,59;68,77;93,73;70,99;107,96;;
12/03/1992;403,89;59,86;107,15;79,59;84,64;97,87;79,1;102,44;86,5;109,61;75,1003;101,14;80,16;81,36;83,26;79,22;85,18;76,48;41,79;97,75;69,69;93,27;71,39;107,96;;
13/03/1992;405,84;60,64;106,81;80,11;85,69;98,24;79,56;102,79;86,91;109,87;75,7199;101,36;80,58;81,39;84,24;79,21;86,13;77,13;41,94;98,6;69,58;93,79;71,06;108,61;;
16/03/1992;406,39;61,03;106,97;80,15;85,53;98,52;79,33;103,77;86,92;109,72;76,0767;101,7;80,36;81,26;84,73;79,62;86,24;77,09;42,31;98,18;69,39;92,82;71,82;108,76;;
17/03/1992;409,58;62;108,04;80,95;85,24;99,36;79,37;105,4;88,01;111,04;77,0296;102,2;81,29;81,66;85,82;79,78;87,32;77,63;42,73;98,91;70,43;93,19;72,86;109,56;;
18/03/1992;409,15;61,8;107,3;81,19;84,54;99,02;79,66;105,07;88,05;110,44;77,175;102,27;81,52;81,45;86,33;80,71;87,76;77,09;43,43;98,21;71,95;93,8;73,63;107,46;;
19/03/1992;409,8;61,58;107,37;81,21;84,16;98,37;79,03;105,8;88,45;110,75;77,5003;102,17;82,56;81,92;86,99;80,99;86,88;76,97;42,99;99,85;71,09;94,25;74,94;109,03;;
20/03/1992;411,3;61,1;107,42;81,64;83,78;98,79;79,43;106,07;89,89;110,94;77,6709;102,61;82,32;82,58;87,12;81,1;86,98;77,83;42,94;101,66;70,98;94,17;76;109,46;;
23/03/1992;409,91;60,65;107,33;81,2;84,16;98,4;79,02;104,98;88,86;109,77;77,5466;102,09;81,95;82,53;87,5;80,53;86,43;77,56;42,35;100,55;70,29;93,73;75,5;109,33;;
24/03/1992;408,88;60,6;108,43;80,86;83,72;97,96;78,87;105,06;88,32;110,42;77,5689;102;81,22;82,16;87,52;79,86;86,34;77,86;41,79;98,82;69,89;93,17;73,98;108,65;;
25/03/1992;407,52;60,77;107,68;80,4;83,42;98,31;78,33;104,72;88,27;110,29;77,8559;101,24;80,85;82,54;86,87;79,13;86,19;78,3;41,59;98,22;69,21;92,6;74,17;106,25;;
26/03/1992;407,86;60,17;107,38;80,33;84,01;98,72;77,4;104,82;88,73;109,32;78,1538;101,37;80,79;82,29;87;79,55;86,3;78,34;41,09;98,19;69,29;92,89;74,73;106,9;;
27/03/1992;403,5;58,15;106,05;79,48;83,54;98,22;75,73;104,1;87,7;107,35;76,6373;100,86;79,87;81,38;86,13;78,82;85,5;77,64;39,09;97,43;67,78;91,93;72,65;105,23;;
30/03/1992;403;58,32;106,07;79,46;83,2;97,98;75,2;103,65;87,46;106,88;76,9169;101,21;80,37;81,87;85,44;78,97;85,95;77,94;38,47;96,91;67,06;91,91;72,98;104,05;;
31/03/1992;403,69;58,1;106,29;79,4;83,35;98,18;75,61;103,86;87,32;107,44;76,6543;101,53;80,48;81,93;85,45;79,23;86,43;78,51;39,06;97,85;66,7;92,02;72,99;104,45;;
01/04/1992;404,23;58,36;107,68;79,43;83,45;98,79;75,36;104,03;86,31;107,08;76,9314;101,22;80,39;81,86;85,18;79,05;86,23;78,67;39;97,95;67,18;92,19;73,74;103,75;;
02/04/1992;400,5;57,07;105,97;78,92;82,63;98,26;74,9;101,77;84,97;106,07;74,8059;100,7;80,95;81,35;84,62;78,43;86,12;78,24;38,6;97,01;67,15;90,86;73,22;103,34;;
03/04/1992;401,55;56,61;106,47;78,61;84,95;99,2;74,59;100,83;84,04;106,75;74,6908;100,88;81,27;81,93;84,02;78,01;86,16;78,8;38,48;96,36;67,73;90,26;73,03;103,33;;
06/04/1992;405,59;57,03;106,93;79,12;88,08;99,65;75,94;102,4;85,43;107,6;76,6482;100,72;81,98;81,9;84,77;78,26;86,81;78,34;39,97;97,33;68,41;90,84;73,75;103,72;;
07/04/1992;398,06;55,5;104,7;77,8;86,13;97,64;74,37;99,64;83,27;104,91;74,4969;100,17;79,98;81,32;83,07;77,5;85,17;76,59;38,96;94,85;67,35;88,88;73,98;102,4;;
08/04/1992;394,5;54,96;105,13;76,69;85,97;96,51;75,08;99,22;81,8;103,64;73,6799;99,45;77,81;80,16;82,03;76,49;83,78;76;39,5;93,38;66,68;87,33;72,79;100,85;;
09/04/1992;400,64;56,51;107,08;77,92;85,91;97,76;75,34;101,41;84,95;106,81;75,834;100,43;79,24;81,42;83,52;77,69;85,17;77,24;39,64;95,97;67,77;89,06;73,41;102,62;;
10/04/1992;404,29;55,92;108,72;79,09;86,37;99,09;73,98;101,16;85,15;108,11;76,2468;101,34;80,41;82,32;84,56;78,54;86,32;78,18;37,33;96,61;68,12;90,97;74,93;103,66;;
13/04/1992;406,08;55,96;110,02;79,17;86,09;99,44;74,63;101,87;85,41;108,92;77,1929;101,64;80,42;82,65;85,17;78,91;86,36;78,6;36,99;96,04;67,65;91,6;75,65;104,64;;
14/04/1992;412,39;57,79;111,37;80,5;87,24;100,34;76,49;103,91;87,76;111,64;77,2769;102,44;81,22;83,93;86,34;80,12;87,86;80,74;38,29;98,64;68,64;92,82;77,18;106,26;;
15/04/1992;416,28;59,07;109,51;81,81;88,19;100,62;77,64;105,35;87,75;111,75;77,3379;103,58;83,06;85,21;88,44;80,64;89,2;81,47;40,16;101,41;69,78;94,08;78,05;107,88;;
16/04/1992;416,05;58,88;106,94;82,46;88,7;100,13;77,66;103,85;87,86;109,21;76,5621;104,39;83,38;85,94;89,14;80,44;89,34;80,78;39,82;102,13;70,06;93,82;80,51;107,97;;
17/04/1992;416,05;58,88;106,94;82,46;88,7;100,13;77,66;103,85;87,86;109,21;76,5621;104,39;83,38;85,94;89,14;80,44;89,34;80,78;39,82;102,13;70,06;93,82;80,51;107,97;;
20/04/1992;410,16;57,21;103,8;82,05;87,73;97,96;76,9;100,48;87,29;105,8;74,4337;103,62;82,32;85,99;88,65;79,8;88,33;78,99;39;99,87;68,06;91,54;81,67;106,4;;
21/04/1992;410,26;56,72;104,4;81,74;87,77;97,58;76,48;100,91;89,47;105,23;74,0723;103,48;82,32;86,4;89,05;79,36;87,18;78,96;38,78;98,98;67,07;89,95;81,37;106,72;;
22/04/1992;409,81;57,13;102,81;81,39;86,64;97,27;76,81;101,31;92,2;106,37;74,6555;103,32;82,49;87,65;88,56;79,17;86,35;79,29;39,08;98,03;66,75;89,67;80,85;106,93;;
23/04/1992;411,6;56,79;101,71;81,56;87,67;98,09;76,54;101;92,16;104,55;75,3754;103,52;83,28;88,4;89,65;79,66;86,52;79,01;38,98;100,98;68,59;90,28;82,07;107,71;;
24/04/1992;409,02;55,82;102,51;80,78;88,65;96,93;75,5;99,37;91,13;104,51;74,1474;103,25;82,48;87,49;89,12;78,79;85,99;79,5;38,53;99,78;69,98;89,58;79,17;106,39;;
27/04/1992;408,45;54,98;103,11;80,66;89,44;96,93;74,62;98,83;90,84;104,77;72,9645;102,98;81,4;87,93;88,1;78,39;85,39;80,05;38,26;100;69,35;89,3;79,15;105,72;;
28/04/1992;409,11;53,92;103,78;80,5;90,28;97,63;74;98,54;90,34;105,14;72,9093;103,27;81,62;88,05;88,62;78,15;85,08;79,16;38,02;100,52;69,66;88,26;79,59;105,83;;
29/04/1992;412,02;55,56;105,13;80,5;90,05;98,31;75,28;99,11;91,52;105,74;74,2048;103,43;82,37;88,22;89,27;79,11;84,35;78,95;38,94;101,81;71,1;89,11;82,55;106,74;;
30/04/1992;414,95;56,95;105,7;80,83;91,84;98,84;76,98;99,67;90,93;107,13;74,8927;104,13;82,29;88,49;90,45;78,08;85,51;80,09;39,83;101,61;71,35;90,1;81,86;107,09;;
01/05/1992;412,53;57,17;105,26;80,38;91,3;98,43;76,73;98,5;90,67;107,82;75,5087;103,87;81,54;88,15;89,9;77,34;84,61;79,4;39,26;101,07;70,25;89,17;80,2;105,12;;
04/05/1992;416,91;57,23;107,28;81,05;91,95;99,55;77,43;99,71;92,38;109,71;75,8106;104,81;82,64;89,06;90,32;78,35;84,83;80,13;39,52;102,69;70,45;89,88;80,8;106,33;;
05/05/1992;416,84;58,12;107,37;80,76;91,62;99,09;78,4;100,46;92,93;109,62;76,4464;105,71;82,47;88,44;89,81;78,2;84,92;80,01;40,81;103,01;70,83;89,71;80,83;105,99;;
06/05/1992;416,79;58,64;106,18;81,13;91,19;98,92;78,33;100,12;93,84;109,93;76,4573;105,65;83,23;88,31;89,56;78,36;85,25;81,04;40,5;103,62;71,65;89,77;81,3;106,69;;
07/05/1992;415,85;58,29;106,08;81,15;90,89;98,9;78,13;100,14;93,71;109,66;75,8647;105,3;82,99;87,91;89,4;78,23;85,01;80,95;40,45;102,44;71,93;89,96;80,46;106,03;;
08/05/1992;416,05;57,56;105,9;81,32;91;98,9;77,92;100,4;94,09;109,3;75,5584;105,66;83,12;88;89,21;78,58;84,54;81,29;40,39;103,27;71,99;90,23;80,25;105,03;;
11/05/1992;418,49;57,4;106,52;82,15;91,51;99,74;78;101,74;95,48;110,08;76,6183;105,95;83,33;87,85;89,77;78,97;84,96;81,86;40,28;103,62;73,02;90,35;79,73;104,8;;
12/05/1992;416,29;57,24;105,43;81,82;90,62;99,28;77,87;100,85;95,06;109,1;77,3302;105,91;82,76;87,47;88,93;78,66;84,82;81,13;39,82;104,7;71,38;90,17;80,27;104,09;;
13/05/1992;416,45;57,26;105,26;81,35;90,64;99,66;77,09;100,72;96,16;108,84;77,5466;106,29;83,53;87,3;89,34;78,89;84,3;81,18;39,54;104,03;71,06;90,59;80,13;104,42;;
14/05/1992;413,14;56,03;103,87;80,63;91,18;98,81;75,95;98,71;95,06;106,81;75,8922;105,6;83,01;87,71;89,33;78,03;82,45;81,02;38,21;101,81;70,35;89,12;78,87;103,61;;
15/05/1992;410,09;55,29;103,4;80;90,12;98,16;75,63;97,5;94,04;105,9;75,2875;105,4;83;87,2;88,61;77,71;81,58;80,53;37,75;101,04;69,65;87,9;78,34;102,69;;
18/05/1992;412,81;55,28;103,84;79,8;91,5;98,86;74,71;99,16;94,27;107,83;75,3451;105,82;84,3;88,04;88,89;78,38;82,95;81,15;37,17;101,82;70,45;88,51;79,49;103,61;;
19/05/1992;416,37;55,24;105,7;80,55;91,65;99,55;75,5;100,57;94,83;108,96;76,4823;106,79;85,33;88,61;89,62;79,5;83,54;81,36;37,61;101,72;71,45;88,94;79,64;104,88;;
20/05/1992;415,39;55,6;105,27;80,45;90,77;99,69;75,3;99,8;95,03;108,29;77,5008;106,74;84,27;88,86;89,56;79,42;83,08;81,05;37,67;100,69;73,17;88,54;79,36;104,15;;
21/05/1992;412,6;55;104,75;79,92;91,24;99,05;75,15;98,56;94,44;107,26;75,9888;105,97;83,54;87,38;88,82;78,84;82,43;80,61;37,37;100,3;72,97;87,59;78,82;103,52;;
22/05/1992;414,02;55,63;105,57;80,02;92,85;98,87;75,75;99,08;94,28;107,95;76,2075;106,07;83;87,16;88,98;79,09;82,93;80,38;37,84;100,61;72,33;87,71;79,15;104,02;;
25/05/1992;414,02;55,63;105,57;80,02;92,85;98,87;75,75;99,08;94,28;107,95;76,2075;106,07;83;87,16;88,98;79,09;82,93;80,38;37,84;100,61;72,33;87,71;79,15;104,02;;
26/05/1992;411,41;55,02;103,36;79,04;97,82;96,99;74,88;97,72;92,4;106,23;74,671;105,84;82,78;85,57;88,93;78,27;81,76;79,53;37,6;100,26;71,02;86,67;77,32;102,58;;
27/05/1992;412,17;56,21;103,53;79,58;95,28;97,93;75,24;98,5;92,5;106,14;75,2803;106,23;82,94;86,5;88,66;78,82;82,2;80,07;38,23;100,12;71,18;87,05;78,61;102,79;;
28/05/1992;416,74;56,54;106,3;80,45;95,62;100,21;75,86;100,22;93,11;108,51;75,5301;107,22;83,73;86,16;89,56;79,54;84,16;80,94;39,17;99,49;72,87;87,13;79,22;103,72;;
29/05/1992;415,35;56,99;105,43;80,14;94,24;100,12;75,45;100,22;92,94;108,71;76,035;106,44;83,6;85,72;89,73;78,94;84,57;80,69;38,9;100,94;73,11;87,46;79,87;103,16;;
01/06/1992;417,3;57,51;106,93;80,01;94,65;100,37;75,13;100,57;93,2;109,54;76,6527;106,28;84,24;85,96;89,91;79,01;84,43;81,09;38,9;101,12;73,83;87,97;82,64;105,6;;
02/06/1992;413,5;57,78;101,76;79,57;94,29;99,78;75,23;99,66;93,04;108,16;76,0337;105,82;84,4;84,92;90,11;79;83,92;80,6;39,09;100,94;74,23;87,35;81,76;103,43;;
03/06/1992;414,59;57,41;101,23;79,76;95,67;99,47;74,77;100,5;93,69;108,72;76,7254;106,01;84,84;85,24;89,71;79,31;84,11;80,93;39,52;101,29;73,38;87,29;83,47;103,06;;
04/06/1992;413,26;57,4;100,83;79,82;95,95;98,1;73,96;100,92;92,92;107,55;76,0438;105,55;83,97;84,97;89,73;79,21;83,4;79,96;39,19;101,28;72,68;86,7;85,69;103,07;;
05/06/1992;413,48;57,22;100,92;80,33;96;98,02;74,74;100,18;92,84;106,54;75,7162;105,8;83,42;85,69;89,7;79,55;83,24;79,05;39,45;101,66;73,28;85,12;85,72;103,33;;
08/06/1992;413,36;56,75;98,76;80,1;95,91;98,55;75,04;99,88;93,32;105,22;76,3387;106,26;83,69;86,57;89,42;80,41;83,39;79,45;39,4;101,36;73,01;85,64;85,55;103,27;;
09/06/1992;410,06;55,7;97,96;79,54;95,98;97,2;74,7;99,18;92,4;103,48;74,0312;106;82,89;86,21;88,61;80,41;83,52;78,4;39,6;99,61;71,95;84,52;84,6;101,85;;
10/06/1992;407,25;55,46;96,5;78,91;96,03;96,12;73,42;98,72;91,84;101,07;72,9768;106,01;82,14;86,56;88,12;80,25;83,28;77,73;38,91;97,65;70,97;83,66;84,31;101,2;;
11/06/1992;409,05;55,64;97,57;79,22;96,58;96,49;74,45;99,21;91,9;102,95;73,8886;106,47;82,2;87,03;88,22;80,39;83,01;77,82;38,81;97,64;70,02;83,73;83,54;101,31;;
12/06/1992;409,76;55,49;98,1;79,28;95,26;97,09;74,59;99,46;92,17;103,2;74,4191;106,81;82,32;87,02;88,71;80,81;82,87;78,25;38,6;98,24;70,58;84,17;84,37;101,65;;
15/06/1992;410,29;56,31;97,79;79,28;95,69;96,65;74,28;100,89;92,47;103,99;74,5167;107,34;82,53;87,09;88,64;81,13;83,56;78,2;38,29;98,23;70,67;83,86;84,52;101,26;;
16/06/1992;408,32;54,9;97,74;79,39;95,21;95,19;73,01;100,62;92,26;103,44;73,5641;107,53;82,12;86,66;88,25;80,95;82,79;77,79;37,91;98,29;70,45;83,33;84,91;101,09;;
17/06/1992;402,26;53,54;96,15;78,2;94,56;94,07;71,49;98,04;90,1;101,54;72,2631;106,65;81,07;86,38;87,16;80,28;82,53;75,45;36,82;96,13;69,52;81,56;81,52;99,6;;
18/06/1992;400,96;53,44;96,63;77,54;93,35;94,45;71,78;97,77;89,82;100,79;71,5351;106,52;80,79;86,08;85,9;80,31;82,13;75,07;36,96;94,87;70,07;81,74;82,59;99,92;;
19/06/1992;403,67;54,26;97,52;77,64;93,91;95,63;72,43;98,07;90,31;101,7;72,3089;107,04;82,13;86,81;86,09;80,23;82,55;75,29;37,63;94,96;70,76;82,03;83,69;101,04;;
22/06/1992;403,4;54,16;100,09;77,41;92,78;95,76;72,6;97,69;89,79;101,84;72,1619;106,86;82,15;86,69;85,43;80,25;82,58;76,02;37,67;94,52;70,42;81,67;82,91;100,06;;
23/06/1992;404,04;54;99,43;77,33;92,04;96,31;73,17;98,18;90,59;103,28;73,1395;106,85;81,68;86,56;85,86;81,25;82,87;76,53;37,81;94,11;70,26;82,38;83,42;100,76;;
24/06/1992;403,83;53,08;98,01;77,24;92,51;96,62;73,89;97,65;90,52;102,61;72,246;106,55;81,45;85,92;86,48;82,57;82,75;76,74;37,85;94,78;70,61;81,96;83,76;100,88;;
25/06/1992;403,12;51,62;97,84;77,39;91,46;96,77;73,59;97,37;90,78;102,5;73,2734;106,12;82,11;85,72;86,67;82,66;82,56;76,6;37,77;94,48;70,86;81,85;82,66;100,63;;
26/06/1992;403,45;51,36;98,25;77,53;91,13;96,65;73,77;97,74;92,55;103,37;74,2226;105,82;81,37;85,93;86,23;81,98;82,5;76,32;38,21;94,45;71,29;82,58;82;101,31;;
29/06/1992;408,94;53,36;100,42;78,41;92,53;97,57;75,47;99,69;93,53;105,68;75,8659;106,25;82,25;86,93;87,06;82,57;83,83;77,04;39,43;97,26;72,76;83,69;83,84;98,9;;
30/06/1992;408,14;53,12;99,92;78,15;91,56;97,43;74,84;99,32;93,73;106,41;76,2107;106,37;82,47;87,09;87,35;82,87;84,41;76,99;39,07;96,63;71,48;84;84,18;98,12;;
01/07/1992;412,88;55,19;101,92;78,91;91,66;99,34;75,65;100,09;94,68;108,05;77,7225;106,93;84,06;88,16;88,29;83,71;85,33;77,67;39,64;98,76;72,64;84,85;83,44;100,2;;
