date;SPX;S5SFTW;S5PHRM;S5CPGS;S5ENRSX;S5FDBT;S5TECH;S5RETL;S5BANKX;S5HCES;S5DIVF;S5UTILX;S5MEDA;S5TELSX;S5MATRX;S5INSU;S5FDSR;S5HOUS;S5SSEQX;S5TRAN;S5HOTR;S5CODU;S5AUCO;S5COMS;S5REDPIG;S5REAL
19/04/2000;1427,47;768,91;409,4;319,33;211,54;158,81;829,12;347,27;251,6;183,81;500,9053;156,82;352,93;298,64;132,79;252,04;222,16;215,9;1019,93;164,11;174,64;114,95;220,39;130,15;;
20/04/2000;1434,54;756,07;409,36;324,98;214,12;161,16;825,94;355,22;254,12;185,04;511,7094;159,29;351,61;293,68;135,19;260,88;222,05;223,12;1014,14;165,46;183,9;115,94;220,98;133,08;;
21/04/2000;1434,54;756,07;409,36;324,98;214,12;161,16;825,94;355,22;254,12;185,04;511,7094;159,29;351,61;293,68;135,19;260,88;222,05;223,12;1014,14;165,46;183,9;115,94;220,98;133,08;;
24/04/2000;1429,86;697,75;416,95;329,92;215,63;163,19;804,85;361,48;257,98;189,67;524,1865;161,85;343,31;293,11;136,9;267,93;228,95;229,31;1002,8;164,38;192,72;116,6;220,6;135,04;;
25/04/2000;1477,44;734,52;417,94;341;217,05;165,45;857,51;364,5;265,34;193,01;543,5079;166,29;355,01;307,02;136,3;276,78;232,83;220,52;1079,07;171,56;193,15;120,59;223,61;139,34;;
26/04/2000;1460,99;716,64;415,66;335,07;217,57;162,9;851,14;363,04;259,91;189,97;533,473;168,68;359,7;299,56;133,93;272,46;229,2;212,89;1040,87;170,16;194,5;118,2;225,71;136,96;;
27/04/2000;1464,92;739,94;413,74;334,39;220,09;159,08;874,05;353,49;253,01;192,56;526,2627;165,43;356,23;299,31;133,32;265,4;226,34;214,63;1101,33;167,19;194,79;116,96;225,76;137,2;;
28/04/2000;1452,43;747,37;407,71;329,96;214,81;156,44;876,48;342,09;246,72;188,87;509,6164;162,91;360,35;297,44;133,43;267,98;221,19;210,74;1121,05;167,43;193,63;115,91;224,67;137,28;;
01/05/2000;1468,25;762,18;404,39;334,2;215,89;158,05;887,06;354,84;250,97;189,06;517,0023;163,97;359,49;303,83;133,9;271,4;220,23;207,25;1113,65;168,63;195,7;118,27;224,69;137,41;;
02/05/2000;1446,29;730,08;410,29;334,3;219,31;158,29;857,03;353;251,16;190,73;512,1017;163,24;351,4;284,87;137,17;272,45;223,42;208,44;1064,04;166,74;197,79;115,89;223,63;134,42;;
03/05/2000;1415,1;720,65;406,37;325,1;214,17;163,29;832,99;332,19;246,05;187,68;498,7483;162,12;340,49;281,12;135,38;263,82;214,71;208,02;1038,8;164,72;189,89;114,44;217,95;131,94;;
04/05/2000;1409,57;715,82;407,72;323,45;219,03;163,8;827,45;322,53;240,75;188,16;490,7908;164,18;342,78;279,81;136,56;266,28;215,61;207,18;1050,98;162,72;185,11;113,73;215,92;131,79;;
05/05/2000;1432,63;728,57;422,03;329,9;221,96;162,59;851,37;325,88;240,42;191,71;496,0601;162,97;342,26;283,29;138,42;267,87;218,73;209,09;1074,11;168,7;185,94;114,6;215,55;132,54;;
08/05/2000;1424,17;703,41;432,65;329,68;223,84;165,43;816,52;326,81;246,9;193,69;503,2579;165,12;339,72;281,9;137,27;273,55;223,24;211,53;1021,91;173,15;187,27;113,67;216,39;132,25;;
09/05/2000;1412,14;693,21;426,48;326,82;223,19;167,34;799,33;327,89;247,35;193,23;498,1784;163,48;339,63;279,26;137,44;271,15;225,59;217,59;992,98;173,06;190,3;113,93;217,17;130,33;;
10/05/2000;1383,05;669,89;419,9;321,41;225,29;171,82;746,28;338,87;243,88;192,14;480,8187;165,13;333,8;277,61;136,9;270,95;229,61;220,39;906,56;169,73;196,21;113,21;210,76;129,5;;
11/05/2000;1407,81;695,15;414,62;322,79;230,91;173,12;773,77;339,97;249,43;193,46;496,0641;169,07;333,96;278,7;138,95;275,05;234,68;224,03;975,23;171,75;195,82;115,88;212,48;135,59;;
12/05/2000;1420,96;706,26;416,11;328,82;231,72;172,59;788,04;342,27;255,31;191,96;505,9637;167,15;339,92;277,77;138,68;276,86;226,6;219,91;979,93;171,54;194,36;115,53;215,97;136,06;;
15/05/2000;1452,36;727,05;425,24;337,21;236;176,5;799,78;348,76;260,85;197,16;530,8277;169,92;347,14;284,55;142,5;290,92;229,37;222,59;1005,32;169,22;196,95;117,05;213,78;135,73;;
16/05/2000;1466,04;741,17;427,73;340,02;232,72;172,37;825,83;347,93;257,31;199,5;526,8909;168,55;354,51;287,06;141,67;293,79;231,81;222,29;1042,33;172,25;201,27;117,8;218,23;138,17;;
17/05/2000;1447,8;732,55;425,82;335,47;232,08;170,56;812,19;338,96;255,22;198,42;523,7236;166,04;348,78;283,1;140,02;285,65;228,32;222,68;1040,34;172,14;199,8;116,94;213,7;136,75;;
18/05/2000;1437,21;706,31;429,07;333,33;230,77;171,32;792,6;343,48;259,47;198,94;527,4985;168,15;343,96;277,1;139,99;289,76;228,66;224,17;1033,21;171,63;201,13;116,9;217,78;134,9;;
19/05/2000;1406,95;680,64;432,3;325,43;232,41;172,57;762,89;339,61;253,91;193,21;510,9148;168,1;336,62;265,25;139,41;284,48;226,19;221,97;982,67;168,14;196,8;114,18;213,53;133,44;;
22/05/2000;1400,72;671,38;427,85;317,72;232,63;174,9;760,99;337,35;259,02;189,89;509,2634;168,84;331,97;264,58;138,82;293,25;226,34;219,8;979,66;166,51;197,61;113,7;201,63;134,26;;
23/05/2000;1373,86;645,27;430,58;313,27;231,97;174,57;719,94;334,25;264,51;188,37;509,1596;166,12;327,43;256,01;136,54;287,51;226,59;215,25;912,7;167,41;197,86;115,91;200,41;134,99;;
24/05/2000;1399,05;668,97;434,94;320,37;231,14;181,19;749,78;323;271,43;190,73;508,4447;166,14;326,34;262,82;135,56;294,04;226,6;218,38;967,8;169,95;199,46;117,39;202,78;139,14;;
25/05/2000;1381,52;648,48;435,85;319,87;227,74;179,62;740,97;321,67;266,34;190,34;491,3657;166,22;326,66;259,12;131,22;288,47;226,98;215,67;963,58;163,05;192,39;116,58;196,71;138,75;;
26/05/2000;1378,02;647,04;433,4;313,43;228,12;183,3;743,14;312,71;268,59;188,58;489,0362;167,9;325,26;261,13;128,88;286,89;231,65;215,65;965,55;160,17;192,67;116,78;189,31;137,6;;
29/05/2000;1378,02;647,04;433,4;313,43;228,12;183,3;743,14;312,71;268,59;188,58;489,0362;167,9;325,26;261,13;128,88;286,89;231,65;215,65;965,55;160,17;192,67;116,78;189,31;137,6;;
30/05/2000;1422,45;694,23;431,76;322,38;230,65;181,73;798,91;312,88;271,51;193,1;505,45;166,97;343,99;268,75;131,16;291,16;232,49;214,6;1049,22;164,29;192,54;118,24;192,99;141,77;;
31/05/2000;1420,6;679,4;432,72;326,39;234,16;178,95;780,33;327,92;272,91;192,72;521,3668;169,31;349,96;267,73;129,95;288,25;232,09;215,17;1044,75;162,05;189,74;116,06;190,46;142;;
01/06/2000;1448,81;709,47;431,06;328,84;232,67;178,77;819,33;330,77;281,26;192,57;532,1118;169,37;349,38;271,47;129,61;297,11;236,32;216,84;1101,96;167,47;188,56;117,69;191,42;145,16;;
02/06/2000;1477,26;740,9;414,68;331,61;224,55;175,16;862,93;344,05;295,16;189,4;562,9562;167,01;358,68;275,84;132,28;299,1;228,46;216,24;1166,48;171,49;191,74;120,42;189,31;145,17;;
05/06/2000;1467,63;742,32;413,74;325,3;223,35;174,46;863,89;340,58;284,62;191,77;556,5724;161,63;358,28;276,66;131,89;292,68;221,96;212,54;1155,46;169,12;188,91;118,79;194,79;144,46;;
06/06/2000;1457,84;739,18;418,18;325,09;230,97;176,39;844,23;327,99;277,62;192,03;546,2891;166,23;354,47;279,82;130,81;290,02;218,42;214,11;1119,25;166,55;188,04;116,69;191,46;143,32;;
07/06/2000;1471,36;759,33;419,95;322,22;228,77;180,56;860,93;328,14;281,26;188,87;554,7269;166,17;354,19;283,78;128,46;296,14;220,59;214,35;1128,29;167,92;185,6;116,55;191,51;143,69;;
08/06/2000;1461,67;749,36;419,82;317,93;227,89;181,22;862,88;323,63;275,35;187,35;544,2275;167,3;351,72;283;127,81;293,12;219,48;204,43;1118,97;165,43;187,59;115,31;190,12;140,85;;
09/06/2000;1456,95;745,34;422,96;313,27;225,97;179,34;866,56;310,69;267,65;191,76;537,9554;168,58;357,5;285,03;127,7;289,09;223,84;204,43;1134,36;168,15;182,39;114,63;190,4;142,34;;
12/06/2000;1446;715,34;420,9;313,71;230,99;180,35;851,99;302,65;269,91;193,2;537,3016;170,3;352,37;283,66;128,2;291,34;223,66;203,79;1098,63;168,57;177,65;114,2;191,14;139,98;;
13/06/2000;1469,44;726,13;435,73;318,54;232;182,75;875,12;313,72;268,91;195,91;546,2375;171,3;348,48;289,85;125,46;296,62;223,59;201,74;1148,24;167,66;177,63;114,58;190,24;139,44;;
14/06/2000;1470,54;729,71;442,87;318,98;233,04;182,9;856,08;317,93;270,71;198,48;563,6031;167,11;356,42;289,35;129,23;295,5;226,09;204,8;1104,51;164,6;176,19;115,16;185,96;139,43;;
15/06/2000;1478,73;749,22;446,21;323,01;230,28;185,9;873,25;320,59;255,94;199,7;550,392;169,09;368,09;288,67;128,39;295,26;223,72;206,35;1115,77;164,21;176,21;114;179,85;139,79;;
16/06/2000;1464,46;750,68;447,39;317,75;235,07;182,32;875,37;313,36;239,72;196,83;532,4603;168,83;364,97;285,15;127,92;284,4;219,31;202,04;1112,98;161,32;172,98;111,35;175,21;139,28;;
19/06/2000;1486;767;451,82;314,42;232,04;181,55;911,45;313,05;247,75;196,69;544,1072;167,08;366,4;291,61;124,56;285,82;221,99;201,62;1195,94;161,07;173,53;110,58;174,46;140,3;;
20/06/2000;1475,95;778,72;444,44;308,51;230,49;177,3;907,58;310,33;246,36;197,58;546,6354;167,37;370,09;289,2;122,59;278,7;221,78;197,72;1210,77;158,84;165,15;108,47;169,11;137,54;;
21/06/2000;1479,13;796,12;451,6;305;234,18;177,31;912,45;306,96;241;198,94;538,1168;168,06;368,56;288,73;121,15;279,02;218,66;197,94;1220,32;158,89;166,81;107,2;170,95;137,41;;
22/06/2000;1452,18;771,11;439,59;299,59;229,33;178,51;880,74;302,39;244,53;194,11;530,4922;166,22;365,38;289,05;121,27;277,16;220,47;196,93;1159,28;157,42;168,32;107,21;167,93;135,83;;
23/06/2000;1441,48;745,36;442,52;303,05;230,5;179,98;865,39;304,8;244,32;192,19;525,5403;166,05;352,82;283,09;121,2;282,17;223,13;197,66;1148,18;157,29;170,28;108,6;170,73;135,04;;
26/06/2000;1455,31;758,2;451,53;308,92;229,84;186,91;874,7;305,1;247,63;194,15;538,0239;166,49;349,88;279,72;118,91;282,22;219,71;201,5;1146,27;156,76;173,36;110;168,23;135,66;;
27/06/2000;1450,55;754,91;454,88;307,31;228,41;185,95;855,59;318,43;248,14;193,45;536,3991;161,62;350,27;278,63;122,96;286,18;224,3;203,14;1115,03;160,31;172,81;111,87;169,08;136,57;;
28/06/2000;1454,82;756,78;452,97;310,13;226,31;185,71;870,55;313,97;246,03;197,25;534,6703;164,77;349,58;276,03;122,1;287,78;220,74;200,9;1118,62;165,57;171,19;110,81;170,48;138,73;;
29/06/2000;1442,39;740,46;462,41;306,22;226,15;184,28;851,26;307,39;242,51;199,96;533,1318;162,4;351,76;273,72;120,43;290,2;227,39;199,24;1097,15;165,92;167,95;112,14;171,72;137,89;;
30/06/2000;1454,6;764,29;472,12;316,94;221,76;182,99;867,15;320,12;233,19;201,42;522,3176;158,71;354,28;271,99;118,08;279,66;235,56;209,4;1108,97;160,93;173,63;110,14;168,9;140,97;;
03/07/2000;1469,54;758,39;469,84;315,37;224,62;185,13;879,97;318,29;243,7;201,77;530,5433;162,91;354,28;281,72;121,7;284,33;233,88;207,24;1135,06;166,07;173,15;112,78;173,41;141,01;;
04/07/2000;1469,54;758,39;469,84;315,37;224,62;185,13;879,97;318,29;243,7;201,77;530,5433;162,91;354,28;281,72;121,7;284,33;233,88;207,24;1135,06;166,07;173,15;112,78;173,41;141,01;;
05/07/2000;1446,23;720,52;475,39;309,29;215,62;186,86;840,81;318,32;245,75;203,73;535,6217;161;353,42;282,31;121,36;288,16;231,97;205,99;1065,62;171,12;172,23;112,64;175,72;139,72;;
06/07/2000;1456,67;742,39;468,83;309,86;218,24;187,23;855,73;322,12;247,13;204,19;545,4468;162,03;353,33;278,67;118,59;286,43;241,65;204,07;1108,69;172,52;174,95;112,94;179,33;140,32;;
07/07/2000;1478,9;749,14;466,77;313,9;219,47;185,41;878,04;345,25;254,17;206,59;554,9981;163,96;354,74;282,47;117,29;291,95;243,85;203,07;1139,99;173,08;181,22;114,36;177,62;139,58;;
10/07/2000;1475,62;730,71;474,6;318,14;218,71;182,96;867,14;351,94;252,82;208,42;559,4642;166,93;351,09;279,23;119,95;291,88;243,36;201,89;1128,28;174,19;177,34;114,89;180,6;138,14;;
11/07/2000;1480,88;722,28;478,07;323,21;227,4;180,73;863,88;354,27;253,45;209,91;568,4222;168,89;348,59;274,93;126,55;292,41;245,98;200,93;1123,42;173,55;179,7;115,6;181,88;139,12;;
12/07/2000;1492,92;749,53;468,96;324,35;222,52;179,23;889,28;351,72;253,45;210,85;576,2956;168,81;354,49;276,55;124,87;294,77;241,45;198,89;1150,55;177,37;178,28;114,95;184,38;139,58;;
13/07/2000;1495,84;753,47;448,32;323,62;220,67;181,12;909,49;345,98;250,23;209,28;576,1944;169,83;359,32;283,57;126,48;293,15;235,02;197,46;1173,45;176,4;174,12;115,31;184,33;140,56;;
14/07/2000;1509,98;761,44;439,84;324,78;219,38;181,32;934,61;349,1;255,96;207,17;588,9869;169,01;367,43;283,63;124,51;294,71;234,32;201,35;1205,34;180,81;174,38;116,32;183,3;140,42;;
17/07/2000;1510,49;760,33;450,74;328,53;217,23;179,46;947,25;349,13;253,06;211,14;572,1697;170,18;362,5;275,89;121,8;291;232,98;202,68;1218,99;181,05;173,66;116,55;180,72;139,37;;
18/07/2000;1493,74;748,87;446;325,48;218,08;181,47;920,44;347,16;249,83;210,89;570,7592;170,14;355,02;277,37;120,55;289,18;232,31;204,33;1175,42;180,95;173,75;114,42;183,36;138,9;;
19/07/2000;1481,96;720,32;440,45;326,71;218,86;186,05;905,56;344,47;251,36;206,46;566,4658;172;357,51;274,77;119,78;289,55;231,04;207,65;1132,35;175,02;174,01;113,39;184,5;139,99;;
20/07/2000;1495,57;742,4;432,4;331,73;216,55;186,08;921,11;344,23;259,92;207,9;585,8965;171,31;365,75;269,95;119,13;295,91;233,01;206,78;1134,35;173,96;174,63;113,69;183,17;139,63;;
21/07/2000;1480,19;715,44;437,01;331,91;212,43;184,96;900,33;341,63;256,14;207,49;593,6839;171,26;354,88;273,23;120,24;287,94;233,63;205,01;1089,59;176,26;172;112,08;182,3;138,16;;
24/07/2000;1464,29;700,47;449,18;332,35;208,97;182,35;879,04;332,18;256,73;208,88;589,5468;170,78;347,97;266,1;119,49;290,26;231,36;203,37;1086,53;178,11;169,3;111,36;180,66;137,2;;
25/07/2000;1474,47;698,52;438,5;333,03;207,99;184,13;900,82;334,61;257,8;205,79;591,2535;171,77;352,29;269,62;119,16;301,11;231,78;206,5;1123,21;174,9;171,47;110,66;181,51;135,95;;
26/07/2000;1452,42;686,75;431,51;325,16;208,77;182,4;887,95;332,42;249,1;205,43;578,5869;169,39;345,42;260,82;117,95;306,96;228,91;205,78;1086,78;173,86;176,25;109,74;179,21;132,2;;
27/07/2000;1449,62;683,8;440,41;324,73;217,62;184,56;858,99;337,55;250,91;212,12;585,9123;172,81;348,14;252,09;119,19;317,61;232,48;205,23;1033,68;178,06;173,61;109,11;179,14;131,91;;
28/07/2000;1419,89;670,24;441,22;317,06;217,63;187,27;821,69;328,91;246,97;210,88;568,1006;171,33;340,55;247,35;118,4;313,09;229,85;205,45;1003,01;177,7;171,42;106,93;177,22;131,04;;
31/07/2000;1430,83;685,91;435,97;320,35;216,69;185,26;842,62;315,93;248,85;209,68;581,8349;169,75;345,2;249,99;118,74;317,04;225,08;199,89;1039,19;181,58;170,67;107,47;178,15;132,47;;
01/08/2000;1438,1;674,63;453,22;326,06;217,56;188,55;824,21;317,12;252,36;217,29;582,9609;174,9;351,01;253,71;120,19;319,48;228,67;206,84;1007,15;182,64;175,6;109,14;180,52;133,57;;
02/08/2000;1438,7;679,52;458,29;324,7;223,08;189,98;813,94;319,74;252,12;218,08;584,02;177,75;348,72;254,62;120,38;312,93;229,33;206,5;991,3;182,43;178,25;109,62;179,44;134,03;;
03/08/2000;1452,56;700,85;459,46;322,26;220,74;189,49;831,77;312,26;261,96;217,42;592,9795;179,44;354,81;253,84;119,9;318,3;228,65;204,49;1001,16;183,5;178,56;109,18;186,3;135,98;;
04/08/2000;1462,93;707,19;455,65;325,6;221,1;189,7;831,73;312,84;272,51;219,33;616,0578;180,65;360,82;253,58;119,48;326,64;229,23;201,84;971,32;183,21;181,17;109,57;187,39;138,67;;
07/08/2000;1479,32;713,82;452,68;330,23;222,16;189,43;853,4;323,7;273;220,62;618,3135;184,54;356,7;256,03;122,05;328,55;227,3;199,21;994,44;184,73;182,53;111,92;189,71;141,2;;
08/08/2000;1482,8;735,87;452,45;333,77;221,89;189,44;849,91;336,56;272,7;219,72;616,2247;187,25;358,03;245,56;125,19;328,41;232,92;197,23;988,75;185,84;181,55;114,63;193,08;141,84;;
09/08/2000;1472,87;727,99;426,13;340,01;225,52;187,27;858,3;324,27;272,79;217,56;618,1059;185,28;353,92;240,81;124,85;325,14;229,27;195,74;1011,55;181,9;180,89;114,31;190,98;139,96;;
10/08/2000;1460,25;710,92;429,33;343,53;227,39;190,21;839,53;310,98;273,44;218,82;606,6377;184,05;351,12;239,61;123;320,74;231,12;197,81;987,54;183,85;183,67;114,05;191,48;139,55;;
11/08/2000;1471,84;715,16;433,4;344,81;225,79;194,6;841,99;314,8;275,11;220,29;622,1174;185,27;356,25;239,69;126,12;324,77;235,16;200,09;1006,6;187,1;186,2;115,31;193,29;141,65;;
14/08/2000;1491,56;721,03;431,88;346,14;229,76;196,61;864,03;323,17;278;220,88;631,496;188,64;357,44;242,97;126,26;328,04;235,35;204,4;1066,58;186,13;185,69;117,25;194,61;143,41;;
15/08/2000;1484,43;721,21;431,95;344,2;228,4;195,2;867,5;310,42;274,81;217,5;620,1289;188,31;359,03;242,84;126,6;323,53;232,33;207,13;1091,68;183,24;181,03;116,3;191,97;141,35;;
16/08/2000;1479,85;720,97;436,22;342,03;232,31;193,38;871,24;299,49;269,78;217,1;609,6638;188,66;355,43;239,69;126,99;320,13;234,08;206,86;1107,7;182,16;178,97;116,09;192,87;140,65;;
17/08/2000;1496,07;729,9;439,25;343,49;236,66;192,37;891,76;301,61;270,69;216,98;624,6255;190,83;359,91;238,51;126,47;323,76;237,46;204,91;1140,1;179,83;175,79;117,38;191,27;139,93;;
18/08/2000;1491,72;720,03;428,71;341,39;233,35;191,35;899,46;304,81;268,57;214,15;621,4049;190,7;358,32;238,8;125,54;321,31;239,97;207,32;1157,34;180,22;176,6;116,96;195,47;140,7;;
21/08/2000;1499,48;728,37;435,45;345,4;234,53;192,07;901,87;299,2;270,38;217,33;630,9579;189,76;358,07;238,97;123,89;325,13;242,7;207,32;1154,8;179,31;179,41;115,8;195,14;141,38;;
22/08/2000;1498,13;733,53;433,91;344,45;234,15;189,7;900,23;304,28;275,87;213,83;633,4863;189,8;355,81;234,25;122,87;323,79;245,98;207,97;1155,36;179,69;177,92;114,89;196,61;141,27;;
23/08/2000;1505,97;731,86;436,99;349,14;239,73;190,01;915,65;304,25;275,22;215,51;625,4691;192,26;355,2;234,34;121,52;319,56;237,12;208,34;1193,67;173,3;176,15;113,18;194,95;140,03;;
24/08/2000;1508,31;747,78;437,87;355,11;234,17;189;919,58;301,93;272,83;215,52;623,1038;188,59;357,58;235,97;121,83;315,5;235,49;206,62;1194,6;174,44;172,85;114,49;199,84;139,69;;
25/08/2000;1506,45;742,83;441,76;357,93;234,57;185,81;912,6;305,21;270,27;217;618,2838;187,35;360,83;239,64;121,88;314,02;232,28;206,86;1171,34;176,03;173,03;115,07;196,47;139,25;;
28/08/2000;1514,09;748,18;436,99;359,77;235,46;186,93;922,71;300,63;271,02;218,73;631,6677;190,2;357,96;242,05;121,5;319,65;230,72;206,96;1179,26;174,27;172,27;112,11;194,66;139,52;;
29/08/2000;1509,84;747,91;430,42;357,66;235,14;184,86;926,73;299,81;267,34;218,9;631,1301;189,01;361,37;240,99;119,87;317,83;229,87;205,28;1175,84;173,09;172,36;113,06;192,33;139,05;;
30/08/2000;1502,59;746,65;430,69;347,97;232,51;180,5;920,03;294,49;269,95;220,76;629,5751;190,16;364,45;241,64;119,54;324,19;228,84;205,53;1160,97;170,61;170,47;112,12;192,34;139,99;;
31/08/2000;1517,68;754,47;433,25;353,91;232,3;178,78;939,95;286,84;278,35;220,96;642,0369;192,14;358,83;244,03;120,2;328,94;227,7;203,91;1186,74;171,02;170,14;111,4;188,51;141,23;;
01/09/2000;1520,77;754,62;433,82;353,41;234,97;179,24;941,97;294,72;275,49;220,5;635,9377;194,03;358,95;247,23;120,2;325,75;227,13;204,17;1174,37;169,61;170,34;112,28;190,36;140,23;;
04/09/2000;1520,77;754,62;433,82;353,41;234,97;179,24;941,97;294,72;275,49;220,5;635,9377;194,03;358,95;247,23;120,2;325,75;227,13;204,17;1174,37;169,61;170,34;112,28;190,36;140,23;;
05/09/2000;1507,08;751,27;421,32;356,19;235,3;181,28;912,78;300,21;277,35;218,51;638,5606;195,91;346,68;243,53;122,67;327,56;229,8;207,9;1123,53;171,81;173,54;113,36;194,86;141;;
06/09/2000;1492,25;738,37;409,22;359,57;239,64;179,05;882,44;303,81;282,21;217,71;639,4017;198,13;348,24;238,34;124,37;328,22;228,31;209,88;1062,17;173,28;174,06;112,65;195,42;140,52;;
07/09/2000;1502,51;748,03;417,38;358,54;239,06;179,98;905,08;303,94;283,98;217,62;637,9352;198,22;345,79;236,52;118,51;326,53;228,39;207,93;1092,94;170,49;170,61;112,83;195,86;140,52;;
08/09/2000;1494,5;728,42;419,77;358,82;236,63;181,39;872,29;313,24;290,48;217,96;648,0248;202,31;346,08;239,79;117,46;334,01;235,07;208,97;1046,64;169,4;169,07;112,55;193,53;140,12;;
11/09/2000;1489,26;715,35;420,97;357,71;242,45;179,89;845,05;321,71;292,68;218,76;661,1193;207,48;346,13;239,6;116,33;343,03;238,52;207,73;1033,33;166,49;167,27;111,01;194,46;141,46;;
12/09/2000;1481,99;704,34;424,29;355,54;242,66;181,74;827,69;326,05;291,81;219,5;661,0627;207,84;343,53;239,5;115,27;345,02;244,33;209,38;1019,99;167,38;169,71;110,97;189,08;141,84;;
13/09/2000;1484,91;713,91;428,2;355,62;240,05;180,25;834,05;323,82;288,88;220,66;657,4915;207,5;349,17;240,06;114,86;342,08;248,04;207,54;999,27;170,86;167,71;110,31;190,25;141,5;;
14/09/2000;1480,87;712;425,6;352,94;238,29;177,16;843,45;318,9;287,13;222,06;657,7444;205,72;348,35;237,65;112,99;342,81;245,93;197,61;1000,78;168,88;163,88;110,98;191,51;141,44;;
15/09/2000;1465,81;691,85;423,31;344,08;246,33;176,01;834,39;315,06;282,13;222,65;640,6124;209,16;343,55;235,11;110,49;338,64;245,6;197,42;970,25;167,99;169,16;108,8;189,1;141,24;;
18/09/2000;1444,51;681,87;422,79;343,6;246;178,09;813,75;311,08;273,02;219,8;618,9714;207,7;341,85;231,2;110,26;330,49;244,36;194,06;943,79;166,48;168,6;106,88;187,47;139,19;;
19/09/2000;1459,9;701,12;423,39;338,66;240,54;178,61;852,03;303,42;277,5;221,69;631,3713;199,56;337,99;231,25;107,03;337,4;246,46;194,5;1018,8;165,73;166,39;106,85;185,64;140,08;;
20/09/2000;1451,34;699,72;425,94;337,67;237,07;173,24;860,75;299,66;274,33;219,83;627,0808;195,18;328,65;224;105,77;332,5;247,03;192,69;1038,65;165,33;166,82;105,39;181,75;137,05;;
21/09/2000;1449,05;699,13;440,68;343,19;235,41;175,03;836,88;311,94;270,67;224,06;617,1868;192,51;330,95;224,43;105,32;333,04;249,84;196,29;1005,19;165,55;173,25;104,85;180,78;138,27;;
22/09/2000;1448,72;699,93;454,68;343,12;233,35;181,69;805,59;310,6;275,64;228,82;624,3087;197,01;328,4;227,03;105,91;343,6;250,86;202,33;878,88;167,16;176,23;105,61;182,41;138,85;;
25/09/2000;1439,03;685,5;452,03;347,25;231,06;181,8;783,05;303,81;278,24;229,06;637,4495;198,68;330,92;228,24;104,71;345,62;247,91;198,94;835,62;167,14;177,61;105,67;181,66;140,29;;
26/09/2000;1427,21;691,49;448,12;349,38;233,93;183,19;764,26;291,74;276,9;226,87;628,8036;203,99;329,49;225,38;103,49;345,46;249,46;197,6;812,82;166,63;177,49;98,84;177,17;141,69;;
27/09/2000;1426,57;676,51;447,45;352,89;239,9;185,5;757,17;296,18;280,03;228,28;621,2298;206,49;326,26;224,16;103,83;347,55;249,53;196,98;813,67;167,56;177,12;99,11;179,03;141,79;;
28/09/2000;1458,29;693,86;451;353,78;238,56;187,22;784,26;298,41;287,15;231,94;642,0111;208,6;333,66;237,95;106,07;354,48;247,17;209,47;833,59;171,77;179,5;99,03;181,41;143,28;;
29/09/2000;1436,51;675,61;454,34;347,89;239,58;186,66;740,46;295,14;283,12;232,79;643,7954;209,32;333,96;241,62;108,23;354,1;243,94;209,03;785,71;169,63;178,94;98,95;180,33;143,03;;
02/10/2000;1436,23;668,56;446,73;348,61;244,86;189,11;738,07;286,63;287,09;234,94;655,9456;211,43;336,35;237,74;106,76;358,56;243,73;210,24;767,94;166,36;177,88;99,1;185,13;141,84;;
03/10/2000;1426,46;632,3;447,35;353,81;244,2;188,58;723,55;288,27;288,75;236,94;654,1224;207,83;338,02;236,92;112,24;355,25;244,24;209,99;756,43;169,98;177,9;99,65;182,64;139,82;;
04/10/2000;1434,32;637,62;440,16;355,4;238,76;189,04;749,38;293,45;285,24;232,69;638,5726;201,75;341,69;243,79;114,18;354,1;242,48;212,65;796;174,49;176,85;99,03;185,29;139,51;;
05/10/2000;1436,28;639,55;451,72;357,16;238,39;192,77;735,65;290,95;285,71;236,69;649,2354;198,59;343,41;245;112,03;356,06;246,05;220,98;773,48;175,5;178,61;99,45;180,56;137,88;;
06/10/2000;1408,99;629,53;449,3;353,73;237,24;192,09;715,87;282,43;276,49;234,24;612,9398;199,51;337,97;239,65;111,36;346,69;244,52;222,83;748,3;174,06;176,03;97,24;177,56;136,88;;
09/10/2000;1402,03;624,54;444,46;350,79;241,82;192,42;711,92;282,9;272,75;232,88;604,7347;201,65;333,37;236,89;112,42;344,08;245,94;219,55;735,15;170,74;176,58;98,07;179,89;137,4;;
10/10/2000;1387,02;615,9;455,03;349,14;247,42;194,34;683,2;283,37;263,69;234,46;582,3244;203,58;335,6;233,06;111,9;342,15;248,4;218,78;680,86;172,99;176,5;97,71;174,24;138,05;;
11/10/2000;1364,59;604,88;458,23;342,43;249,16;194,14;658;274,68;257,48;232,33;580,7759;203,29;325,31;224,23;109,77;344,57;250,95;220,87;664,92;169,57;173,89;96,83;170,94;137,27;;
12/10/2000;1329,78;584,44;459,53;332,99;253,04;193,53;642,69;250,24;245,66;229,36;549,867;199,85;312,39;217,67;107,01;327,51;246,7;218,62;666,47;163,98;165,73;93,75;166,34;136,37;;
13/10/2000;1374,17;616,13;453,58;343,1;243,72;190,37;707,27;257,32;257,25;229,12;583,7197;200,92;319,59;224,38;104,49;337,19;246,19;218,41;729,51;164,11;170,32;93,47;171,53;136,52;;
